latitude,housing_median_age,total_rooms,households,median_income,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,target
34.19,52,2704.0,319.0,9.0835,1,0,0,444400
37.75,52,2611.0,416.0,5.1516,0,0,1,324100
33.88,38,1095.0,183.0,3.7485,0,0,0,119700
40.77,30,2261.0,359.0,2.5227,0,0,1,81600
40.55,17,3634.0,556.0,3.8189,1,0,0,101300
37.69,35,3441.0,572.0,4.6533,1,0,0,168700
34.55,20,445.0,58.0,1.925,1,0,0,50300
36.31,21,2733.0,453.0,3.2886,1,0,0,87800
33.95,25,5043.0,1178.0,2.4587,0,0,0,144100
37.96,26,2683.0,472.0,2.7866,1,0,0,68600
37.65,14,6319.0,1102.0,2.9964,1,0,0,107300
32.77,31,2423.0,462.0,3.1621,0,0,1,197200
34.14,28,7826.0,860.0,9.5189,0,0,0,500301
37.6,36,2269.0,459.0,2.86,0,0,1,273400
36.74,50,1605.0,281.0,2.1667,1,0,0,63100
37.76,52,3227.0,522.0,3.3718,0,1,0,267000
37.47,37,4188.0,705.0,3.1868,0,1,0,156900
34.13,52,2254.0,333.0,1.5034,1,0,0,79800
32.75,43,2062.0,336.0,3.0014,0,0,1,134000
37.33,8,3562.0,456.0,7.5707,0,0,0,355600
33.92,36,752.0,145.0,3.4964,0,0,0,115700
34.65,16,2977.0,432.0,4.5875,0,0,1,151000
34.02,11,3862.0,482.0,7.0544,1,0,0,208200
33.95,32,2470.0,444.0,2.7408,1,0,0,117600
34.11,42,2322.0,354.0,5.8924,0,0,0,285600
35.64,8,3099.0,399.0,6.1625,1,0,0,109700
37.36,33,3012.0,458.0,5.8,0,0,0,282500
33.99,44,1409.0,256.0,4.3598,0,0,0,336200
35.43,8,11718.0,1439.0,3.0138,1,0,0,22800
38.92,26,852.0,100.0,4.3119,1,0,0,119700
37.81,48,1010.0,133.0,2.8938,0,1,0,73800
38.96,20,1837.0,255.0,1.8536,1,0,0,212800
38.01,21,2544.0,398.0,4.9,0,1,0,239800
37.23,27,5534.0,659.0,7.6843,0,0,0,405300
36.43,34,1426.0,261.0,2.0176,1,0,0,58700
41.76,20,3211.0,514.0,2.7605,0,0,1,106200
35.28,10,8464.0,1307.0,3.0659,1,0,0,77800
32.8,25,3515.0,556.0,3.925,0,0,1,184800
33.96,42,1621.0,258.0,2.6864,0,0,0,99100
33.88,42,2829.0,501.0,3.4713,0,0,0,161300
33.93,34,2639.0,488.0,3.4496,0,0,0,192200
34.14,7,3507.0,466.0,6.1548,0,0,1,500301
38.01,22,1825.0,300.0,2.7342,1,0,0,125300
33.63,26,5040.0,549.0,10.4454,0,0,0,500301
38.6,44,2737.0,375.0,4.9625,1,0,0,159200
34.08,40,2506.0,469.0,2.2375,1,0,0,70200
33.77,37,1454.0,331.0,2.975,0,0,1,242000
37.8,17,3776.0,425.0,7.9473,0,0,0,346100
32.61,21,7239.0,1146.0,3.5633,0,0,1,130000
33.91,42,2144.0,373.0,2.925,0,0,0,101400
33.84,36,2993.0,434.0,5.4836,0,0,0,220000
32.96,17,987.0,154.0,3.4979,1,0,0,113800
37.77,52,3096.0,530.0,5.4788,0,1,0,477200
36.69,11,5810.0,1105.0,2.8986,0,0,0,136000
38.93,16,2047.0,301.0,1.7767,1,0,0,62300
36.82,14,1252.0,176.0,7.5909,1,0,0,155900
34.12,17,7907.0,1161.0,4.9997,1,0,0,157200
34.19,27,2607.0,321.0,6.8162,0,0,0,349700
34.26,26,2309.0,484.0,2.4062,0,0,0,136700
34.05,36,2292.0,501.0,2.2323,0,0,0,161400
33.77,52,2702.0,445.0,4.4765,0,0,1,394200
39.26,49,4498.0,606.0,2.7283,1,0,0,143400
33.91,29,618.0,113.0,2.9397,0,0,0,164700
37.78,52,3815.0,662.0,3.1553,0,1,0,361000
41.74,15,5128.0,869.0,2.3591,1,0,0,56000
34.2,37,2500.0,414.0,4.3924,0,0,0,188700
35.29,37,1647.0,290.0,3.55,0,0,1,225300
34.1,25,5641.0,1612.0,1.9112,0,0,0,262800
34.07,19,4122.0,870.0,2.6393,0,0,0,202600
33.97,35,1074.0,172.0,5.9169,0,0,0,411500
33.61,2,3000.0,388.0,4.6651,0,0,0,145900
33.82,29,3569.0,584.0,3.9875,0,0,0,213500
37.45,10,4991.0,1002.0,3.5617,0,0,0,252500
34.04,21,2308.0,484.0,2.7716,1,0,0,102800
33.9,38,3334.0,438.0,8.2059,0,0,0,477400
36.44,18,1365.0,220.0,2.4771,1,0,0,39500
37.68,28,2307.0,380.0,2.6783,1,0,0,81700
37.36,25,4428.0,944.0,3.0727,0,0,0,235900
37.8,52,2662.0,503.0,4.5015,0,1,0,412800
38.02,33,11018.0,1409.0,5.9512,0,1,0,314300
36.75,34,1486.0,271.0,1.875,1,0,0,57400
33.99,42,2881.0,438.0,5.493,0,0,0,263700
38.5,15,1482.0,216.0,3.6393,1,0,0,107500
38.67,28,4147.0,581.0,4.3182,1,0,0,132000
33.79,10,8447.0,661.0,2.4411,1,0,0,136700
33.61,44,2549.0,332.0,5.4923,0,0,0,500301
38.53,37,2383.0,411.0,2.6272,1,0,0,80900
35.16,15,2596.0,370.0,3.175,1,0,0,88100
32.62,28,2974.0,522.0,3.3771,0,0,1,158900
34.07,27,303.0,82.0,1.9136,0,0,0,137800
33.82,10,4790.0,693.0,4.4591,0,0,0,192600
33.95,37,1705.0,236.0,5.5015,0,0,0,302300
34.47,21,1489.0,211.0,4.1056,0,0,1,425300
34.21,50,356.0,45.0,6.513,0,0,0,285300
35.74,18,2969.0,335.0,2.1419,1,0,0,92600
33.84,36,1262.0,196.0,4.925,0,0,0,217700
33.98,37,1474.0,276.0,2.6,0,0,0,165900
34.02,28,3391.0,636.0,2.575,1,0,0,85700
34.04,35,1247.0,190.0,6.2214,0,0,0,255200
37.6,32,1575.0,300.0,3.8,0,1,0,154600
34.19,35,2728.0,336.0,4.1839,0,0,0,225200
34.16,35,2484.0,398.0,2.6778,1,0,0,91000
38.45,17,3652.0,590.0,4.2329,0,0,0,171200
34.07,28,3246.0,621.0,2.9842,0,0,0,156300
35.27,15,2903.0,490.0,2.8129,0,0,1,226200
36.84,11,2378.0,358.0,3.8714,1,0,0,243300
33.89,17,2195.0,339.0,5.4315,0,0,0,182100
34.06,14,812.0,213.0,2.5857,0,0,0,500301
35.42,35,2836.0,455.0,2.625,1,0,0,63500
33.52,3,8818.0,1279.0,4.838,0,0,0,278500
37.88,46,2023.0,355.0,3.2,0,1,0,145100
38.51,49,2370.0,339.0,3.4312,1,0,0,247900
38.61,41,3221.0,364.0,4.3294,0,0,0,202000
35.27,29,1718.0,306.0,2.3921,1,0,0,61700
34.05,31,4161.0,754.0,3.8089,0,0,0,306100
38.06,16,4141.0,626.0,4.7397,0,1,0,187400
32.8,18,2866.0,580.0,4.1018,0,0,1,112800
37.26,16,2262.0,297.0,6.7339,0,0,0,289500
37.68,20,3829.0,605.0,2.9567,1,0,0,110700
38.17,7,4744.0,646.0,5.5523,0,1,0,161600
34.1,42,5154.0,878.0,4.0184,0,0,0,277600
37.99,38,3216.0,480.0,4.1897,0,1,0,140200
33.67,5,2875.0,397.0,8.584,0,0,0,302800
37.8,52,4795.0,1457.0,1.2,0,1,0,500301
36.35,21,2011.0,292.0,4.6911,1,0,0,108200
34.25,30,3341.0,458.0,5.3232,0,0,0,254200
33.67,12,2707.0,488.0,4.3385,0,0,0,350300
33.95,36,2383.0,363.0,5.1036,0,0,0,261600
34.16,34,5758.0,715.0,9.7987,0,0,0,500301
38.8,14,5823.0,705.0,5.8205,1,0,0,189000
33.92,43,2497.0,387.0,3.4528,0,0,0,167100
33.88,43,2941.0,437.0,8.2614,0,0,0,500301
33.97,20,2426.0,516.0,3.2821,0,0,0,142800
34.14,44,1760.0,281.0,3.5292,1,0,0,86400
36.83,32,1533.0,224.0,1.7913,1,0,0,54900
37.67,16,38.0,9.0,0.836,1,0,0,162800
39.1,13,1312.0,214.0,5.3389,1,0,0,171800
34.59,9,3035.0,385.0,2.8743,0,0,1,310100
32.86,15,1500.0,296.0,3.9083,0,0,1,180400
34.18,38,4004.0,736.0,3.2118,0,0,1,172700
37.62,35,718.0,145.0,2.1167,1,0,0,79800
37.99,4,5078.0,887.0,4.211,0,1,0,112800
34.09,5,7183.0,963.0,4.7034,1,0,0,133500
34.15,32,5306.0,749.0,5.2102,0,0,0,319400
36.5,14,2303.0,461.0,2.6879,0,0,0,130100
33.91,34,814.0,144.0,4.9389,0,0,0,174100
36.71,17,7122.0,1224.0,2.4905,1,0,0,62100
34.1,23,3025.0,466.0,3.8977,0,0,0,180900
37.69,38,1888.0,301.0,4.7659,0,1,0,189400
33.63,13,6751.0,891.0,6.5403,0,0,0,257700
34.14,32,2044.0,329.0,2.1438,1,0,0,66900
38.64,19,4243.0,643.0,3.9298,1,0,0,242400
38.57,47,3242.0,747.0,1.7301,1,0,0,142000
38.7,38,1771.0,176.0,3.0171,0,0,1,131600
38.68,39,3468.0,638.0,2.2787,1,0,0,98100
38.56,21,2814.0,734.0,1.6571,1,0,0,55300
33.74,7,2196.0,355.0,2.8221,0,0,0,109500
37.2,15,685.0,155.0,4.95,0,0,0,386000
34.31,28,1819.0,275.0,4.7773,0,0,0,173400
38.57,33,3005.0,359.0,8.7016,1,0,0,339000
37.74,52,1872.0,273.0,4.675,0,1,0,349800
37.85,52,2965.0,468.0,3.375,0,1,0,213800
34.03,35,963.0,179.0,3.0361,0,0,0,146000
34.23,33,2108.0,301.0,5.7306,0,0,0,326900
33.98,15,1285.0,219.0,3.0045,0,0,0,190900
33.89,41,1218.0,207.0,2.425,0,0,0,120500
37.95,36,2599.0,370.0,5.0386,0,1,0,186700
34.25,24,4896.0,549.0,9.1612,0,0,0,500301
38.66,26,2223.0,274.0,6.4185,1,0,0,179500
32.8,31,2812.0,599.0,3.2781,0,0,1,212800
34.02,41,1171.0,313.0,1.8603,0,0,0,109900
34.21,33,3040.0,406.0,5.7527,0,0,0,227400
37.34,52,1253.0,194.0,6.9345,0,0,0,309300
37.93,17,1512.0,229.0,3.35,0,1,0,121900
33.94,37,1272.0,273.0,1.9333,0,0,0,94800
38.75,27,879.0,111.0,8.7882,1,0,0,276900
37.33,37,3822.0,651.0,3.3156,0,0,0,270600
39.88,42,1901.0,303.0,1.7952,0,0,1,70100
38.4,40,2829.0,426.0,4.1846,0,0,0,216200
33.15,11,3005.0,448.0,4.3625,0,0,1,87800
34.24,25,4200.0,544.0,5.987,0,0,0,238400
34.03,26,1114.0,232.0,1.4929,0,0,0,144100
37.59,49,1923.0,270.0,6.0837,0,0,1,378400
33.86,35,2058.0,378.0,3.8855,0,0,0,174600
32.65,28,2899.0,550.0,2.6562,0,0,1,124100
38.58,18,2589.0,487.0,2.2925,1,0,0,225300
37.76,52,5085.0,1037.0,3.8052,0,1,0,391500
34.21,41,1765.0,322.0,3.175,0,0,0,168900
32.74,25,3490.0,632.0,2.5,0,0,1,99000
35.5,12,3551.0,434.0,5.5508,0,0,0,293200
33.89,34,2678.0,443.0,4.7934,0,0,0,185900
37.53,43,1375.0,254.0,3.8,0,0,1,267700
33.79,52,2393.0,415.0,4.1929,0,0,0,211300
32.58,22,2500.0,371.0,4.4518,0,0,1,137200
34.07,19,3727.0,642.0,3.2973,1,0,0,113700
37.38,20,3742.0,634.0,5.1625,0,1,0,262800
33.95,42,3159.0,591.0,3.175,0,0,0,177800
37.38,16,1295.0,228.0,4.8187,0,0,0,163800
33.75,39,362.0,103.0,3.8972,0,0,0,158300
32.61,27,2789.0,468.0,3.6514,0,0,1,149400
37.55,22,10540.0,1404.0,7.292,0,1,0,285100
38.34,9,5873.0,817.0,4.5324,1,0,0,142400
39.25,5,1050.0,141.0,4.6523,1,0,0,188500
33.81,36,2071.0,319.0,4.9473,0,0,0,227400
35.67,32,3966.0,709.0,2.3025,1,0,0,55000
33.93,32,3480.0,590.0,3.4795,1,0,0,125900
34.15,36,2014.0,259.0,4.1292,1,0,0,122500
34.14,31,5470.0,1037.0,3.3727,1,0,0,242900
33.94,36,2826.0,610.0,2.8547,0,0,0,150700
37.33,11,1673.0,345.0,4.526,0,0,0,167000
37.35,37,2080.0,321.0,4.225,0,0,0,251600
33.76,26,2065.0,414.0,2.108,0,0,0,58800
37.96,25,2131.0,412.0,3.675,0,1,0,134000
38.69,32,3488.0,521.0,2.5243,1,0,0,89500
33.66,21,2213.0,434.0,3.525,0,0,0,194100
38.53,38,182.0,35.0,1.2274,1,0,0,67800
34.26,16,5871.0,830.0,5.4752,0,0,1,218300
37.68,18,5203.0,874.0,2.466,1,0,0,118900
33.64,10,2210.0,443.0,1.9557,1,0,0,65700
33.71,17,14969.0,1423.0,4.8556,1,0,0,258400
37.61,35,2633.0,545.0,3.4628,0,0,1,318700
34.07,52,1495.0,272.0,2.2963,1,0,0,77200
37.83,34,5853.0,766.0,7.1976,0,1,0,333600
37.23,17,2640.0,394.0,5.7193,0,0,0,259800
38.12,42,1880.0,243.0,4.3114,0,1,0,167200
37.95,44,1992.0,311.0,3.3694,0,1,0,135600
34.07,29,5544.0,638.0,11.0937,0,0,0,500301
35.33,9,8233.0,1052.0,5.297,1,0,0,143200
32.86,19,2462.0,353.0,5.0717,0,0,0,153500
37.33,52,2347.0,338.0,5.8259,0,0,0,296100
33.96,38,1272.0,292.0,1.3208,0,0,0,86700
37.25,35,1187.0,174.0,6.4648,0,0,0,372200
34.1,25,5091.0,652.0,8.358,0,0,0,477600
36.83,7,2428.0,362.0,4.2943,1,0,0,100500
37.35,43,1907.0,357.0,3.1,0,0,0,153600
37.36,42,3932.0,674.0,3.5153,0,0,0,200000
33.83,44,2043.0,344.0,4.5917,0,0,0,315000
37.52,38,4370.0,615.0,7.1787,0,0,1,387100
37.33,41,559.0,184.0,2.675,0,0,0,175300
37.34,33,3597.0,686.0,3.9682,0,0,0,266400
33.73,30,918.0,163.0,4.4,0,0,0,166700
38.4,21,1209.0,154.0,7.1586,0,0,0,343400
33.87,19,1870.0,237.0,5.9573,0,0,0,216300
33.9,37,971.0,183.0,3.9,0,0,0,156700
40.62,9,5683.0,865.0,3.4439,1,0,0,103400
37.84,42,3220.0,595.0,2.3804,0,1,0,227000
33.63,17,3646.0,534.0,5.6099,0,0,0,500301
33.72,9,2469.0,324.0,8.1139,0,0,0,305000
38.82,5,13902.0,1582.0,5.7498,1,0,0,217600
37.08,9,117.0,22.0,3.2063,1,0,0,55300
36.76,29,2601.0,489.0,1.7107,1,0,0,60100
38.32,15,2950.0,426.0,5.9613,0,0,0,172700
34.07,14,2850.0,792.0,2.5552,0,0,0,266200
38.63,20,8412.0,1315.0,3.3348,1,0,0,150800
35.28,32,1136.0,231.0,2.8455,0,0,1,166200
37.85,18,588.0,41.0,4.3833,1,0,0,137800
35.35,39,747.0,132.0,2.2125,1,0,0,58200
34.09,35,2128.0,332.0,5.3123,0,0,0,166000
38.52,34,1564.0,268.0,3.01,1,0,0,65900
39.1,28,2614.0,439.0,1.6631,1,0,0,45800
33.36,6,4685.0,915.0,2.6214,0,0,0,247300
33.91,36,2315.0,374.0,3.4111,0,0,0,119600
34.26,15,12513.0,1581.0,6.6249,0,0,0,262400
38.72,32,865.0,154.0,3.1882,1,0,0,151700
33.74,6,15546.0,1926.0,5.0195,1,0,0,199600
33.89,11,4485.0,873.0,2.9328,0,0,0,161000
38.0,33,2581.0,383.0,3.512,1,0,0,105500
39.11,18,2651.0,447.0,2.6011,1,0,0,57800
36.21,43,1615.0,288.0,2.2861,1,0,0,48000
33.78,39,5160.0,1025.0,2.6317,0,0,1,222800
35.73,13,3015.0,414.0,4.4518,1,0,0,92100
38.71,8,4965.0,897.0,3.1973,1,0,0,117400
33.81,28,4344.0,764.0,2.882,0,0,0,182100
33.8,33,2404.0,387.0,3.7821,0,0,0,231600
39.41,22,2156.0,323.0,2.4728,1,0,0,59700
37.76,52,3642.0,666.0,4.5222,0,1,0,361900
37.35,17,3583.0,577.0,6.1779,0,0,0,362500
38.36,34,1784.0,297.0,3.6438,1,0,0,135900
34.18,45,1867.0,316.0,4.0411,0,0,0,235800
32.73,50,2731.0,356.0,3.8156,0,0,1,169100
33.87,44,395.0,100.0,2.4991,0,0,0,191400
34.83,31,2942.0,479.0,3.512,1,0,0,70700
36.83,17,4318.0,601.0,4.3196,1,0,0,84500
33.86,45,2209.0,344.0,3.8833,0,0,0,200500
37.78,29,5589.0,1273.0,2.8762,0,1,0,173700
37.94,22,2459.0,365.0,4.9602,0,1,0,228100
37.82,52,2708.0,350.0,7.3549,0,1,0,331700
34.01,33,1324.0,226.0,3.0679,0,0,0,176700
33.15,14,9781.0,1295.0,5.0019,0,0,0,191400
34.51,10,5560.0,812.0,3.3181,1,0,0,100700
39.5,26,1977.0,292.0,3.3446,1,0,0,91100
36.62,52,889.0,142.0,3.7327,0,0,1,254800
32.77,38,4393.0,614.0,4.6529,0,0,1,184300
37.33,17,2336.0,321.0,1.9214,1,0,0,71800
33.96,36,2274.0,335.0,4.7732,0,0,0,266300
38.91,18,7917.0,1373.0,2.8373,1,0,0,143300
34.11,33,2670.0,472.0,2.3133,1,0,0,78600
38.49,37,2988.0,474.0,3.9343,0,0,0,146800
37.98,14,2322.0,316.0,3.4523,1,0,0,93600
37.73,27,601.0,81.0,3.4136,1,0,0,183600
33.93,8,11871.0,1703.0,4.5654,1,0,0,137900
34.71,27,7005.0,882.0,4.4719,1,0,0,117500
34.03,28,3707.0,626.0,1.6993,1,0,0,104900
33.97,44,3278.0,461.0,6.2544,0,0,0,377500
34.16,17,5298.0,1041.0,3.8051,0,0,0,232700
33.95,43,2181.0,342.0,3.5708,0,0,0,131300
33.85,17,1989.0,341.0,4.6594,0,0,0,349300
38.3,21,1377.0,274.0,3.0619,0,1,0,154900
34.2,29,1492.0,156.0,1.6371,1,0,0,67200
33.88,45,1599.0,260.0,4.3812,0,0,0,242000
40.67,23,697.0,109.0,4.5054,0,0,1,130900
32.78,25,1843.0,284.0,5.55,0,0,1,205400
34.14,42,3279.0,535.0,4.18,1,0,0,281400
34.09,30,3081.0,718.0,2.3702,0,0,0,283600
32.59,19,2237.0,313.0,3.3365,0,0,1,98400
38.9,27,4191.0,709.0,2.7273,1,0,0,138700
34.42,49,1980.0,351.0,2.9983,0,0,1,260400
33.91,28,3661.0,673.0,3.2531,0,0,0,127400
34.08,41,1623.0,244.0,2.8208,1,0,0,85800
36.79,28,3476.0,592.0,2.4573,1,0,0,71700
33.32,8,286.0,24.0,1.7688,1,0,0,54100
32.8,26,3101.0,624.0,3.6274,0,0,1,295800
37.89,52,1920.0,326.0,3.4375,0,1,0,229400
38.73,11,6319.0,838.0,5.135,1,0,0,230900
33.65,24,5151.0,712.0,6.0395,0,0,0,290100
35.42,19,4721.0,731.0,2.9812,1,0,0,107900
38.95,21,2626.0,353.0,2.0245,1,0,0,92500
34.25,33,2635.0,407.0,4.5143,0,0,0,224500
34.19,23,2602.0,406.0,5.8224,0,0,0,241000
37.42,36,3158.0,523.0,5.4524,0,1,0,373400
37.81,26,469.0,72.0,7.6718,1,0,0,212800
37.32,14,7300.0,1389.0,3.9953,0,0,0,192900
35.34,18,4582.0,540.0,10.8941,1,0,0,246100
33.95,34,2002.0,252.0,7.0501,0,0,0,400300
38.26,4,7188.0,953.0,4.4179,1,0,0,134900
33.98,39,832.0,117.0,6.2856,0,0,0,432400
34.33,27,619.0,77.0,8.5787,0,0,0,330300
36.66,19,11351.0,1882.0,3.9875,0,0,0,190000
34.04,20,6987.0,1131.0,5.0222,0,0,0,185400
34.07,22,6707.0,1098.0,2.2375,1,0,0,65600
33.79,20,1615.0,318.0,1.5206,0,0,1,162800
33.97,34,1508.0,217.0,4.1906,1,0,0,141300
34.07,22,7883.0,1456.0,3.2334,1,0,0,182900
34.29,35,1212.0,215.0,3.65,0,0,0,147900
38.16,33,2171.0,340.0,3.5937,1,0,0,96700
39.94,32,2829.0,447.0,2.5292,1,0,0,57700
33.81,33,2015.0,285.0,5.418,0,0,0,195500
36.77,11,6496.0,1243.0,2.4461,1,0,0,76200
33.95,12,10502.0,1457.0,5.2984,1,0,0,169400
37.5,34,343.0,47.0,3.3,1,0,0,162800
33.78,25,12932.0,2419.0,3.6627,0,0,0,198200
37.72,42,3667.0,664.0,3.671,0,1,0,165300
36.6,18,2827.0,436.0,2.609,1,0,0,57400
34.12,27,2026.0,317.0,4.5434,0,0,0,270800
33.77,39,4814.0,651.0,4.9111,0,0,0,240600
34.04,39,1624.0,313.0,2.5554,0,0,0,165300
37.35,24,2873.0,569.0,3.7509,0,0,0,182700
33.89,21,3588.0,480.0,4.3714,0,0,0,279200
33.97,32,1136.0,230.0,1.9776,0,0,0,115100
38.75,52,582.0,94.0,2.408,1,0,0,84100
34.08,37,2765.0,522.0,3.2388,1,0,0,139500
37.44,44,2584.0,346.0,8.5436,0,0,1,500301
37.66,32,1741.0,353.0,4.775,0,0,1,247000
37.94,29,7917.0,1022.0,6.4922,0,1,0,273500
38.96,16,2360.0,332.0,2.3577,1,0,0,69300
38.6,23,4791.0,1018.0,2.0451,1,0,0,89900
37.76,52,2181.0,337.0,4.4397,0,1,0,331600
34.19,51,1745.0,231.0,4.675,0,0,0,332700
37.66,37,882.0,225.0,4.9103,0,0,1,237800
33.84,24,1548.0,273.0,2.55,0,0,1,192300
34.14,52,2556.0,390.0,4.3909,0,0,0,204500
34.03,47,2488.0,508.0,1.6444,0,0,0,125300
37.9,34,1655.0,220.0,8.2606,0,1,0,453700
33.87,18,3961.0,509.0,6.0652,0,0,0,299400
33.83,35,2171.0,321.0,6.1972,0,0,0,351200
38.21,22,3394.0,449.0,6.5034,0,0,0,291400
33.76,44,2006.0,406.0,4.55,0,0,1,439600
33.76,36,3228.0,571.0,4.1056,0,0,0,177500
33.24,32,2518.0,410.0,1.9552,1,0,0,43600
37.69,48,714.0,143.0,6.266,0,1,0,315500
36.63,42,1011.0,193.0,2.4776,0,0,0,279500
37.36,38,1474.0,291.0,3.0333,0,0,0,182800
33.72,11,1396.0,210.0,2.4667,0,0,0,114900
34.26,18,4109.0,550.0,8.476,0,0,0,308700
33.89,44,1552.0,249.0,5.4669,0,0,0,220900
37.48,34,5135.0,672.0,5.9038,0,0,1,451600
34.11,30,3102.0,456.0,4.5969,1,0,0,165900
33.92,35,2192.0,372.0,3.045,0,0,0,107100
37.01,44,3757.0,568.0,4.6693,1,0,0,234300
38.62,52,1862.0,354.0,2.4903,0,0,0,160300
33.79,46,2229.0,336.0,3.7234,0,0,0,200300
40.71,26,2652.0,364.0,2.7792,1,0,0,89100
36.59,31,2369.0,322.0,4.9964,0,0,1,291600
38.93,28,1466.0,203.0,2.6281,1,0,0,86100
34.02,43,2788.0,470.0,1.9955,0,0,0,115500
36.92,9,6046.0,977.0,3.8,0,0,0,195100
34.09,33,2623.0,400.0,3.9083,0,0,0,212300
33.93,37,1401.0,234.0,3.1,0,0,0,137800
37.51,8,1433.0,260.0,3.0243,1,0,0,138700
37.7,17,3105.0,538.0,3.2922,0,1,0,180200
37.8,52,4053.0,709.0,5.7378,0,1,0,500301
39.75,20,1114.0,211.0,2.5,1,0,0,81100
33.92,11,3741.0,416.0,8.3287,0,0,0,372100
33.92,27,814.0,126.0,6.2177,0,0,0,267900
33.3,27,403.0,57.0,1.425,1,0,0,54700
38.36,28,2282.0,291.0,5.2583,1,0,0,146500
37.73,52,3405.0,526.0,4.1304,0,1,0,261700
33.77,26,5784.0,818.0,4.575,0,0,0,285700
34.6,22,2601.0,409.0,3.2479,0,0,1,243400
33.66,6,6438.0,1119.0,4.9076,0,0,0,204300
33.81,25,3064.0,401.0,5.7395,0,0,0,244300
33.84,45,2181.0,320.0,5.3787,0,0,0,219500
36.79,38,1731.0,255.0,3.2808,1,0,0,89900
34.04,41,950.0,290.0,2.3817,0,0,0,132800
36.35,21,3741.0,513.0,3.0857,1,0,0,93000
39.36,29,2691.0,428.0,2.6224,1,0,0,56500
33.0,31,3186.0,451.0,5.0841,0,0,1,393800
33.93,36,2014.0,470.0,2.5679,0,0,0,154200
37.66,40,1653.0,271.0,3.7722,0,1,0,135700
36.8,19,4020.0,710.0,2.3469,1,0,0,67200
35.65,9,4139.0,619.0,3.2926,0,0,0,158500
37.66,3,2029.0,461.0,2.4187,1,0,0,231600
36.63,41,1247.0,183.0,4.6571,0,0,1,287800
38.0,36,842.0,141.0,3.7265,1,0,0,159200
34.06,9,6797.0,1450.0,3.5545,0,0,0,500301
33.84,31,2511.0,454.0,3.8329,0,0,0,187700
40.47,20,3470.0,589.0,2.2657,1,0,0,63300
37.76,52,3066.0,459.0,3.8302,0,1,0,329900
33.66,15,5501.0,832.0,2.9949,0,0,0,163900
34.05,28,1385.0,285.0,2.82,0,0,0,132200
37.64,14,2286.0,98.0,3.9042,1,0,0,137800
36.6,32,3656.0,426.0,7.4198,0,0,1,470200
39.15,19,1732.0,309.0,1.8208,1,0,0,70600
37.98,36,3191.0,557.0,5.1056,0,1,0,346000
33.71,19,5177.0,808.0,5.8702,0,0,0,342900
37.78,48,3563.0,684.0,3.429,0,1,0,375300
33.74,25,9374.0,1232.0,6.3609,0,0,0,265200
38.75,36,4788.0,804.0,2.955,1,0,0,86600
33.7,10,6097.0,747.0,3.88,0,0,0,113700
34.06,48,881.0,139.0,2.8673,1,0,0,68500
37.67,28,2051.0,269.0,5.1571,1,0,0,201400
33.89,33,2373.0,320.0,4.5292,0,0,0,213100
33.77,26,7215.0,880.0,10.4447,0,0,1,500301
33.14,12,2771.0,396.0,4.1967,0,0,0,172900
38.68,16,4082.0,601.0,4.05,1,0,0,147600
37.64,41,1795.0,310.0,3.0917,1,0,0,91000
34.44,14,17714.0,2169.0,6.6277,1,0,0,238000
38.42,9,5852.0,915.0,5.338,0,0,0,185900
32.78,33,4189.0,719.0,3.6675,0,0,0,158500
33.86,32,4163.0,649.0,4.9563,0,0,0,292000
34.18,46,3202.0,490.0,4.582,0,0,0,225000
33.86,44,1693.0,233.0,4.925,0,0,0,213700
37.62,30,525.0,69.0,5.1958,1,0,0,142800
33.88,35,1990.0,282.0,4.6333,0,0,0,239600
38.6,16,2960.0,583.0,3.1922,1,0,0,153900
33.98,38,1851.0,408.0,2.8703,0,0,0,178900
40.54,17,2733.0,434.0,3.01,1,0,0,98100
34.42,23,4922.0,743.0,4.7107,0,0,0,213700
33.94,35,3085.0,507.0,4.2543,0,0,0,214700
32.7,47,713.0,174.0,1.2589,0,0,1,90300
34.28,41,3386.0,541.0,3.3799,0,0,1,254400
34.17,46,1508.0,239.0,4.3742,0,0,0,229400
33.87,28,4525.0,724.0,5.6244,0,0,0,272200
34.04,21,3467.0,593.0,4.2489,0,0,0,360500
34.1,49,71.0,13.0,2.8625,1,0,0,75300
36.85,8,1753.0,248.0,6.2897,1,0,0,123900
37.7,44,2457.0,373.0,4.8341,0,0,1,236800
37.7,33,4696.0,770.0,3.8187,0,1,0,209700
37.92,28,719.0,99.0,2.1958,1,0,0,86000
34.06,37,1767.0,259.0,5.7635,0,0,0,202400
37.77,52,2493.0,515.0,3.179,0,1,0,450300
33.89,29,3560.0,678.0,3.0121,0,0,0,165800
34.41,31,1353.0,308.0,2.9538,0,0,1,232100
33.79,24,4963.0,733.0,5.0986,0,0,0,236800
32.83,17,5004.0,725.0,3.9445,0,0,0,197900
33.88,28,1913.0,280.0,5.0083,0,0,0,268400
37.8,52,2136.0,319.0,4.5857,0,1,0,500301
38.96,25,2887.0,342.0,3.8417,1,0,0,115100
33.65,5,7952.0,867.0,10.4154,0,0,1,478000
38.58,48,3178.0,662.0,1.9277,1,0,0,140900
35.43,28,289.0,37.0,5.1571,1,0,0,237800
37.63,35,1955.0,352.0,1.864,1,0,0,82100
36.55,44,4129.0,415.0,3.9,0,0,1,453100
